Date,County Name,Partially Covered,Fully Covered,Additional Dose
11/10/2021,Luzerne,418,130,1069
02/04/2021,Cumberland,1004,430,
09/24/2021,Philadelphia,341,228,46
11/07/2021,Crawford,35,12,36
12/20/2020,Perry,18,,
03/06/2021,Montour,27,113,
01/04/2021,Forest,2,,
03/09/2021,Berks,1187,1049,
08/15/2021,Bucks,310,230,101
01/04/2021,Juniata,11,,
06/29/2021,York,205,405,
01/22/2021,Montgomery,3391,546,
11/03/2021,Butler,131,73,530
12/31/2020,Montour,38,,
10/25/2021,Perry,52,34,175
09/01/2021,Bucks,408,436,173
01/04/2021,Potter,2,,
01/04/2021,Sullivan,3,,
09/18/2021,Cumberland,135,161,25
01/04/2021,Tioga,12,,
02/04/2021,Lackawanna,1671,911,
08/21/2021,Monroe,108,101,15
11/13/2021,Union,90,7,51
01/05/2021,Huntingdon,40,,
01/04/2021,Wyoming,40,,
09/17/2021,Fulton,25,16,2
02/23/2021,Berks,671,623,
02/21/2021,Montgomery,310,593,
01/05/2021,Bradford,92,,
05/25/2021,Washington,306,571,
06/05/2021,Franklin,148,144,
05/10/2021,Franklin,62,431,
02/16/2021,Wyoming,84,33,
05/28/2021,Lehigh,820,1331,
09/07/2021,Lycoming,96,114,10
05/03/2021,Venango,29,67,
07/24/2021,Northampton,225,121,
04/25/2021,Pike,37,31,
09/04/2021,Franklin,70,71,4
01/05/2021,Forest,2,,
01/05/2021,Fulton,2,,
06/16/2021,Chester,343,1252,
01/01/2021,Indiana,17,,
03/24/2021,Greene,399,151,
12/17/2020,Dauphin,5,,
01/05/2021,Mckean,177,1,
03/21/2021,Schuylkill,149,62,
05/13/2021,Warren,51,70,
03/29/2021,Montour,44,71,
01/05/2021,Snyder,27,,
08/09/2021,Dauphin,250,131,
01/05/2021,Sullivan,50,,
09/01/2021,Northampton,145,193,60
09/18/2021,Venango,16,21,1
01/29/2021,Lehigh,1401,363,
04/14/2021,Clarion,98,151,
01/16/2021,Out-of-State,672,70,
07/13/2021,Wyoming,11,10,
03/29/2021,Susquehanna,120,55,
10/25/2021,Lehigh,327,204,1888
03/10/2021,Mifflin,64,222,
04/10/2021,Huntingdon,60,74,
01/06/2021,Cameron,14,,
06/22/2021,Clearfield,38,68,
09/09/2021,Susquehanna,18,31,1
01/17/2021,Wayne,9,5,
04/27/2021,Huntingdon,40,73,
06/05/2021,Chester,484,2035,
01/06/2021,Forest,4,1,
01/06/2021,Fulton,1,,
01/06/2021,Greene,20,3,
01/11/2021,Armstrong,80,79,
06/25/2021,Washington,97,184,
03/22/2021,Northampton,1743,1134,
05/05/2021,Bucks,2704,3458,
08/10/2021,Delaware,507,405,
09/03/2021,Forest,4,20,2
11/12/2021,Tioga,52,19,120
03/02/2021,Potter,60,10,
01/06/2021,Potter,4,,
01/23/2021,Montour,255,9,
01/06/2021,Sullivan,6,,
01/06/2021,Tioga,21,,
01/06/2021,Venango,28,22,
01/06/2021,Warren,108,1,
09/09/2021,Indiana,41,38,6
02/06/2021,Berks,593,374,
11/02/2021,Somerset,37,23,123
01/01/2021,Berks,10,,
03/05/2021,Warren,107,29,
01/07/2021,Bradford,63,2,
01/07/2021,Cameron,4,,
04/29/2021,Allegheny,3975,8250,
01/02/2021,Bucks,377,1,
09/08/2021,Wayne,25,46,12
01/05/2021,Union,52,,
04/01/2021,Clearfield,109,187,
01/07/2021,Forest,4,1,
01/07/2021,Fulton,2,,
05/17/2021,Berks,662,1594,
11/07/2021,Out-of-State,676,72,59
05/18/2021,Out-of-State,1825,2006,
10/09/2021,Franklin,72,67,118
01/07/2021,Juniata,12,2,
03/16/2021,Northampton,2023,1873,
08/10/2021,Columbia,47,36,
09/24/2021,Perry,31,35,9
01/18/2021,Clearfield,52,13,
09/04/2021,Perry,17,16,2
09/17/2021,Mercer,75,88,23
09/21/2021,Huntingdon,13,23,2
09/17/2021,Montour,11,44,15
07/21/2021,Wyoming,16,19,
04/08/2021,Juniata,57,48,
11/11/2021,Bradford,79,17,115
05/19/2021,Franklin,221,385,
01/29/2021,Indiana,609,14,
01/08/2021,Cameron,6,1,
08/08/2021,Luzerne,85,50,
07/02/2021,Beaver,85,129,
10/13/2021,Berks,200,224,424
11/04/2021,Jefferson,30,12,166
02/10/2021,Susquehanna,132,41,
08/10/2021,Beaver,106,112,
05/05/2021,Luzerne,833,1744,
01/08/2021,Fulton,26,2,
01/08/2021,Greene,128,10,
06/16/2021,Greene,22,53,
09/04/2021,Armstrong,32,23,4
01/08/2021,Jefferson,46,84,
11/04/2021,Susquehanna,25,25,159
06/18/2021,Columbia,56,145,
02/20/2021,Dauphin,636,649,
03/12/2021,Cambria,906,694,
08/04/2021,Franklin,139,74,
10/02/2021,Dauphin,133,109,120
07/31/2021,Northumberland,42,31,
05/18/2021,Union,107,244,
02/19/2021,Union,113,64,
11/11/2021,Clarion,30,22,157
01/08/2021,Sullivan,4,,
07/14/2021,Adams,68,101,
10/29/2021,Erie,317,138,1250
06/13/2021,Cambria,16,35,
04/20/2021,Somerset,190,476,
09/24/2021,Montgomery,511,477,428
10/12/2021,Wyoming,12,12,36
04/10/2021,Carbon,162,208,
04/06/2021,Forest,13,141,
09/13/2021,Sullivan,2,4,
01/09/2021,Bedford,3,,
04/06/2021,Elk,99,117,
01/09/2021,Blair,14,5,
01/09/2021,Bradford,1,,
03/20/2021,Mifflin,134,40,
01/09/2021,Cambria,3,10,
02/24/2021,Berks,923,1086,
03/03/2021,Sullivan,17,12,
08/25/2021,York,346,324,64
02/26/2021,Jefferson,22,489,
01/09/2021,Elk,1,1,
08/06/2021,Montgomery,699,407,
01/09/2021,Forest,2,4,
01/09/2021,Fulton,33,,
01/09/2021,Greene,2,,
11/17/2021,Forest,1,2,19
11/04/2021,Cambria,103,41,467
04/19/2021,Mifflin,27,75,
06/16/2021,Montour,10,26,
01/13/2021,Schuylkill,364,145,
01/16/2021,Berks,513,172,
10/24/2021,Luzerne,81,50,243
01/09/2021,Perry,10,,
05/04/2021,Out-of-State,1466,3956,
10/10/2021,Lackawanna,43,44,88
07/16/2021,Dauphin,186,240,
01/09/2021,Sullivan,,1,
08/20/2021,Northampton,330,328,218
06/11/2021,Carbon,62,141,
10/22/2021,Snyder,9,10,87
01/09/2021,Warren,16,15,
09/02/2021,Franklin,124,121,15
01/09/2021,Wyoming,19,,
04/01/2021,Warren,163,167,
01/07/2021,Northumberland,244,57,
01/10/2021,Blair,3,4,
01/10/2021,Bradford,3,1,
03/28/2021,Berks,1689,199,
05/20/2021,Washington,637,847,
02/03/2021,Snyder,96,44,
09/18/2021,Mckean,25,22,1
01/10/2021,Clearfield,2,3,
01/10/2021,Clinton,1,7,
09/27/2021,Armstrong,40,44,73
01/10/2021,Crawford,90,1,
05/05/2021,Cambria,130,492,
01/10/2021,Fayette,10,6,
01/10/2021,Franklin,8,2,
08/21/2021,Lycoming,48,54,5
01/10/2021,Huntingdon,2,5,
01/10/2021,Indiana,35,5,
04/09/2021,Jefferson,56,103,
01/10/2021,Lawrence,10,6,
03/11/2021,Snyder,51,208,
01/10/2021,Mercer,7,2,
06/09/2021,Monroe,178,471,
02/12/2021,Union,96,74,
06/03/2021,Cumberland,270,1033,
08/08/2021,Allegheny,460,254,
01/10/2021,Pike,6,1,
01/27/2021,Luzerne,1687,519,
01/10/2021,Sullivan,3,1,
01/10/2021,Susquehanna,10,3,
01/10/2021,Tioga,2,2,
11/07/2021,Venango,20,8,45
01/10/2021,Venango,1,3,
01/10/2021,Warren,1,,
05/10/2021,Cumberland,183,910,
01/10/2021,Wayne,16,5,
02/11/2021,Blair,628,186,
06/23/2021,Philadelphia,319,473,
07/13/2021,Cambria,62,75,
06/25/2021,Cumberland,170,293,
05/10/2021,Tioga,17,126,
03/25/2021,Greene,86,18,
01/11/2021,Cameron,41,2,
08/14/2021,Northumberland,64,45,6
11/10/2021,Forest,14,10,15
10/04/2021,Wyoming,12,14,6
04/22/2021,Snyder,141,258,
11/12/2021,Mercer,114,45,238
01/11/2021,Forest,3,6,
03/03/2021,Union,118,254,
01/11/2021,Fulton,2,1,
01/11/2021,Greene,11,8,
02/07/2021,Montour,145,8,
01/11/2021,Jefferson,10,126,
06/13/2021,Lebanon,18,61,
07/13/2021,Centre,59,71,
02/14/2021,Cumberland,92,76,
02/28/2021,Northumberland,73,424,
11/08/2021,Jefferson,29,12,116
09/23/2021,Butler,81,110,84
04/23/2021,Montgomery,4366,5171,
01/21/2021,Armstrong,212,40,
03/09/2021,Wayne,108,125,
10/07/2021,York,238,297,587
01/11/2021,Sullivan,2,3,
01/11/2021,Susquehanna,34,7,
03/01/2021,Lehigh,551,1189,
01/11/2021,Wayne,42,10,
10/01/2021,Sullivan,1,6,5
10/23/2021,Washington,128,66,343
07/07/2021,Sullivan,3,2,
10/21/2021,Huntingdon,34,52,53
01/05/2021,Pike,24,,
04/09/2021,Perry,186,159,
09/07/2021,Out-of-State,547,610,57
05/17/2021,Lycoming,123,194,
11/07/2021,Cumberland,170,60,210
05/06/2021,Perry,122,200,
08/30/2021,Northumberland,56,66,5
03/30/2021,Potter,28,24,
01/07/2021,Adams,37,4,
01/12/2021,Fulton,3,2,
01/11/2021,Clarion,14,55,
03/15/2021,Mifflin,83,251,
04/06/2021,Wyoming,144,120,
01/12/2021,Mckean,32,16,
04/25/2021,Delaware,2260,635,
03/28/2021,Wayne,11,10,
11/08/2021,Sullivan,7,2,39
02/08/2021,Clarion,38,6,
05/05/2021,Pike,96,165,
01/12/2021,Potter,8,18,
03/05/2021,Northumberland,204,466,
05/30/2021,Beaver,46,42,
03/02/2021,Pike,149,49,
03/09/2021,Philadelphia,2104,1439,
01/25/2021,Jefferson,245,63,
05/25/2021,Centre,125,251,
10/15/2021,Snyder,15,17,19
04/16/2021,Snyder,184,238,
05/04/2021,Crawford,63,659,
04/23/2021,Erie,628,1841,
01/22/2021,Susquehanna,70,4,
01/04/2021,Clarion,8,,
04/28/2021,Out-of-State,1895,3504,
01/13/2021,Cameron,4,,
02/11/2021,Crawford,82,308,
06/09/2021,Adams,119,259,
10/26/2021,Elk,14,17,134
05/01/2021,Washington,266,482,
01/13/2021,Clinton,32,11,
05/20/2021,Butler,405,758,
09/20/2021,Monroe,92,126,14
02/15/2021,Lackawanna,683,350,
08/09/2021,Philadelphia,270,280,
01/13/2021,Fulton,2,1,
01/13/2021,Greene,59,34,
04/24/2021,Lehigh,696,1685,
05/24/2021,Lehigh,856,1573,
10/10/2021,Philadelphia,260,66,22
03/02/2021,Bradford,143,301,
01/12/2021,Northampton,850,367,
01/13/2021,Mckean,67,6,
09/20/2021,Philadelphia,235,267,22
08/30/2021,Luzerne,284,340,142
03/25/2021,Susquehanna,216,135,
11/06/2021,Lawrence,68,35,116
01/13/2021,Snyder,32,15,
01/13/2021,Sullivan,2,1,
01/13/2021,Susquehanna,39,1,
09/16/2021,Centre,55,75,27
07/26/2021,Erie,175,88,
09/22/2021,Lycoming,84,104,25
01/25/2021,York,961,295,
10/22/2021,Out-of-State,990,372,506
06/01/2021,Pike,70,117,
06/10/2021,Berks,485,1491,
10/28/2021,Sullivan,2,1,18
05/09/2021,Bucks,305,829,
04/09/2021,Philadelphia,1535,2361,
06/28/2021,Greene,14,54,
01/14/2021,Cameron,6,,
07/31/2021,York,343,199,
01/28/2021,Franklin,567,75,
01/14/2021,Clarion,105,1,
01/30/2021,Out-of-State,1601,217,
01/01/2021,Lancaster,36,,
01/14/2021,Forest,3,,
08/27/2021,Fayette,138,90,22
03/25/2021,Columbia,449,171,
01/14/2021,Fulton,11,3,
01/14/2021,Greene,15,,
10/06/2021,Schuylkill,73,99,266
05/01/2021,Cambria,91,403,
01/14/2021,Juniata,16,4,
05/29/2021,Franklin,123,181,
05/03/2021,Delaware,1204,3050,
01/14/2021,Mckean,61,8,
04/12/2021,Columbia,175,315,
04/13/2021,Greene,60,58,
09/24/2021,Warren,12,20,16
12/21/2020,Carbon,35,,
02/14/2021,Bucks,225,282,
01/14/2021,Potter,7,12,
05/20/2021,Greene,30,47,
01/14/2021,Sullivan,10,1,
09/03/2021,Lawrence,62,59,11
01/14/2021,Tioga,10,2,
01/27/2021,Carbon,270,201,
04/24/2021,Mercer,113,53,
05/17/2021,Monroe,468,685,
01/22/2021,Bradford,354,4,
10/09/2021,Dauphin,127,128,149
01/15/2021,Blair,158,84,
12/19/2020,Luzerne,138,,
08/07/2021,Cumberland,192,91,
01/15/2021,Cameron,2,1,
06/28/2021,Beaver,77,74,
01/13/2021,Perry,50,9,
05/14/2021,Carbon,159,297,
01/19/2021,Wyoming,95,15,
09/24/2021,Lancaster,338,350,144
01/20/2021,Bucks,1428,845,
04/02/2021,Schuylkill,819,693,
02/25/2021,Wyoming,111,138,
03/24/2021,Monroe,1288,299,
01/21/2021,Clearfield,178,38,
01/15/2021,Fulton,23,,
01/29/2021,Huntingdon,275,165,
03/21/2021,Montgomery,4787,1095,
10/19/2021,Lehigh,163,129,303
06/07/2021,Berks,408,732,
03/28/2021,Erie,217,634,
03/19/2021,Crawford,118,91,
07/09/2021,Adams,67,90,
05/03/2021,Blair,144,176,
05/28/2021,Lackawanna,351,653,
11/04/2021,Schuylkill,74,61,345
02/28/2021,Fayette,16,18,
02/10/2021,Wyoming,121,24,
07/14/2021,Lebanon,61,73,
06/14/2021,Dauphin,178,418,
01/15/2021,Warren,9,,
03/26/2021,Chester,3570,2134,
01/15/2021,Wyoming,37,,
11/16/2021,Clearfield,84,44,181
01/16/2021,Armstrong,37,3,
12/18/2020,Luzerne,246,,
01/16/2021,Bedford,2,2,
04/23/2021,Northumberland,181,215,
09/01/2021,Montgomery,471,499,244
01/16/2021,Bradford,2,,
10/06/2021,Lancaster,272,305,877
05/18/2021,Philadelphia,991,1144,
01/16/2021,Clarion,8,,
09/28/2021,Lehigh,150,196,274
04/01/2021,Erie,1672,1618,
03/14/2021,Centre,45,388,
10/13/2021,Pike,23,26,33
01/16/2021,Elk,1,,
01/16/2021,Fulton,1,2,
01/16/2021,Greene,4,3,
01/16/2021,Huntingdon,3,,
01/16/2021,Indiana,29,,
01/16/2021,Jefferson,6,,
10/12/2021,Pike,37,31,24
04/23/2021,Huntingdon,302,118,
04/20/2021,Northumberland,274,499,
02/15/2021,Crawford,256,223,
01/16/2021,Mckean,3,,
10/05/2021,Delaware,431,311,699
12/21/2020,Dauphin,207,,
10/18/2021,Lawrence,55,36,77
09/02/2021,Northampton,151,150,34
01/04/2021,Delaware,647,1,
05/11/2021,Dauphin,456,1868,
09/30/2021,Blair,45,73,76
01/16/2021,Snyder,29,10,
01/16/2021,Somerset,54,,
01/16/2021,Sullivan,5,,
01/16/2021,Susquehanna,15,2,
01/18/2021,Union,66,90,
01/16/2021,Venango,11,,
01/16/2021,Warren,4,,
04/21/2021,Greene,144,443,
10/03/2021,Lehigh,58,112,67
10/06/2021,Susquehanna,5,5,9
04/02/2021,Cumberland,1799,1281,
11/17/2021,Clinton,48,12,154
01/17/2021,Blair,3,,
03/17/2021,Westmoreland,3204,1195,
01/23/2021,Lehigh,557,298,
01/17/2021,Cambria,12,,
09/22/2021,Cambria,66,103,27
02/22/2021,Westmoreland,365,681,
01/17/2021,Clarion,33,,
01/17/2021,Clearfield,2,3,
01/17/2021,Clinton,2,1,
06/08/2021,Wayne,31,162,
12/28/2020,Luzerne,652,,
01/17/2021,Elk,1,,
01/01/2021,Northampton,14,,
01/17/2021,Greene,2,,
01/17/2021,Huntingdon,1,3,
01/17/2021,Juniata,2,2,
10/17/2021,Lycoming,7,10,9
01/17/2021,Lawrence,16,,
04/17/2021,Out-of-State,2425,3584,
09/09/2021,Huntingdon,24,29,
01/17/2021,Mckean,1,,
01/17/2021,Mercer,15,,
01/17/2021,Mifflin,3,14,
01/22/2021,Carbon,257,37,
04/28/2021,Monroe,722,1009,
06/08/2021,Northampton,244,835,
04/04/2021,Allegheny,319,348,
01/17/2021,Pike,25,,
01/17/2021,Potter,2,,
03/16/2021,Mercer,352,854,
01/17/2021,Snyder,4,20,
01/17/2021,Somerset,8,,
07/19/2021,Clinton,22,23,
01/17/2021,Venango,,2,
01/17/2021,Warren,2,,
03/09/2021,Greene,71,234,
09/23/2021,Elk,22,15,62
03/07/2021,Wyoming,31,51,
11/17/2021,Juniata,4,6,62
04/25/2021,Clinton,17,36,
09/27/2021,Monroe,110,55,66
01/18/2021,Bedford,86,14,
07/07/2021,Erie,97,156,
01/18/2021,Cameron,4,4,
12/25/2020,Philadelphia,35,,
01/18/2021,Clarion,3,8,
02/03/2021,Columbia,343,188,
01/18/2021,Clinton,10,3,
01/18/2021,Crawford,23,122,
03/12/2021,Delaware,2369,2768,
12/28/2020,Philadelphia,513,,
01/18/2021,Elk,22,42,
10/01/2021,Bucks,572,458,939
10/18/2021,Mckean,25,12,33
01/18/2021,Forest,2,,
04/12/2021,Northumberland,175,703,
01/18/2021,Fulton,7,1,
01/18/2021,Greene,12,10,
02/10/2021,Bradford,181,119,
03/05/2021,Montgomery,5536,2440,
02/21/2021,Bucks,520,283,
05/28/2021,Carbon,82,168,
04/29/2021,Juniata,92,198,
01/18/2021,Mckean,52,3,
05/04/2021,Lancaster,800,2752,
06/02/2021,Cambria,220,135,
05/01/2021,Mercer,102,124,
01/18/2021,Potter,3,2,
04/29/2021,Lehigh,2056,1934,
10/23/2021,Dauphin,169,124,418
01/18/2021,Susquehanna,69,7,
10/10/2021,Beaver,47,38,64
01/18/2021,Venango,26,88,
01/18/2021,Warren,5,,
06/30/2021,Lehigh,315,473,
03/13/2021,Northumberland,89,617,
03/24/2021,Franklin,390,395,
10/30/2021,Erie,136,62,386
01/19/2021,Cameron,1,7,
11/01/2021,Potter,12,5,47
08/27/2021,Montgomery,635,653,235
09/19/2021,Dauphin,91,116,18
01/19/2021,Clinton,53,8,
01/16/2021,Blair,8,3,
01/05/2021,Butler,437,5,
07/07/2021,Bucks,305,516,
08/29/2021,Lycoming,21,22,2
02/06/2021,Luzerne,1469,251,
01/19/2021,Forest,2,8,
01/19/2021,Fulton,4,2,
09/03/2021,Lancaster,341,456,81
01/01/2021,Luzerne,15,,
02/09/2021,Somerset,336,21,
10/08/2021,Dauphin,211,192,291
03/19/2021,Berks,1806,1090,
05/31/2021,Bucks,163,149,
04/02/2021,Beaver,332,296,
05/10/2021,Juniata,67,16,
05/26/2021,Blair,119,226,
03/25/2021,Monroe,1088,373,
12/20/2020,Monroe,49,,
01/19/2021,Snyder,81,15,
01/19/2021,Sullivan,13,2,
04/11/2021,Greene,10,8,
03/15/2021,Susquehanna,149,111,
01/19/2021,Warren,63,,
03/21/2021,Franklin,41,42,
05/22/2021,Philadelphia,685,837,
04/19/2021,Elk,47,27,
03/14/2021,Northampton,485,957,
05/28/2021,Dauphin,501,991,
01/20/2021,Cameron,44,10,
09/18/2021,Chester,152,275,65
01/19/2021,Pike,103,82,
07/01/2021,Lancaster,228,335,
01/25/2021,Lawrence,299,23,
05/21/2021,Montour,70,174,
06/05/2021,Wayne,29,102,
02/15/2021,Sullivan,10,5,
01/20/2021,Forest,4,4,
01/20/2021,Fulton,12,25,
08/16/2021,Carbon,41,37,6
11/03/2021,Bradford,48,27,123
02/01/2021,Clearfield,80,17,
10/10/2021,Chester,132,96,194
04/27/2021,Cumberland,844,1857,
03/17/2021,Crawford,335,973,
01/20/2021,Potter,30,11,
05/14/2021,Forest,7,26,
01/20/2021,Sullivan,8,7,
10/11/2021,Lehigh,185,235,714
09/08/2021,Lycoming,71,121,19
01/20/2021,Wyoming,80,10,
11/05/2021,Lancaster,542,251,1785
04/21/2021,Lehigh,2762,1957,
01/21/2021,Cameron,10,1,
10/02/2021,Allegheny,546,407,1227
01/30/2021,Franklin,191,32,
10/26/2021,Lehigh,240,135,946
05/05/2021,Out-of-State,1240,3384,
05/22/2021,Lehigh,644,699,
03/25/2021,Lackawanna,1358,806,
01/21/2021,Forest,45,3,
06/21/2021,Juniata,10,16,
01/21/2021,Fulton,1,4,
05/13/2021,Cumberland,649,951,
03/04/2021,Butler,947,1596,
02/04/2021,Delaware,2001,1578,
11/17/2021,Fayette,63,33,183
02/03/2021,Dauphin,514,262,
04/28/2021,Clearfield,161,595,
08/20/2021,Franklin,164,133,20
09/26/2021,Northampton,57,74,64
04/25/2021,Chester,1603,893,
01/21/2021,Sullivan,14,2,
01/21/2021,Susquehanna,99,27,
12/31/2020,Adams,36,,
09/24/2021,Franklin,96,139,117
03/14/2021,Butler,33,466,
01/21/2021,Wyoming,83,7,
07/05/2021,York,193,290,
09/23/2021,Jefferson,20,26,15
04/01/2021,Delaware,3510,2480,
10/24/2021,Northampton,39,37,189
04/03/2021,Philadelphia,1129,2081,
05/22/2021,Montgomery,1530,2658,
11/02/2021,Adams,73,45,370
10/09/2021,Union,8,20,16
03/27/2021,Chester,1937,1711,
11/10/2021,Sullivan,4,4,30
08/12/2021,Bucks,500,437,
03/18/2021,Allegheny,8329,8697,
03/10/2021,Beaver,354,1282,
09/20/2021,Franklin,99,94,15
01/22/2021,Forest,71,1,
01/22/2021,Fulton,6,2,
01/22/2021,Greene,180,4,
02/22/2021,Perry,52,39,
06/07/2021,Adams,57,125,
11/12/2021,Centre,157,74,434
02/23/2021,Crawford,187,65,
05/28/2021,Bedford,29,96,
05/25/2021,Delaware,1043,2582,
05/20/2021,Mercer,166,235,
07/15/2021,Bucks,278,346,
03/06/2021,Union,114,124,
03/02/2021,Union,190,106,
01/11/2021,Mifflin,11,45,
09/24/2021,Clearfield,48,62,14
02/24/2021,Clinton,209,149,
03/29/2021,Indiana,128,51,
01/22/2021,Venango,72,2,
04/13/2021,Adams,608,192,
01/22/2021,Wyoming,79,1,
04/13/2021,Bradford,105,207,
04/09/2021,Westmoreland,1464,3269,
01/23/2021,Bedford,8,2,
08/11/2021,Monroe,137,102,
03/11/2021,Jefferson,76,93,
01/23/2021,Clearfield,72,3,
01/23/2021,Clinton,109,1,
03/26/2021,Carbon,477,168,
03/29/2021,Lackawanna,645,638,
01/23/2021,Forest,1,1,
01/23/2021,Fulton,2,1,
01/23/2021,Greene,19,1,
02/07/2021,Chester,473,106,
06/26/2021,Fayette,29,48,
10/20/2021,Beaver,76,65,196
01/23/2021,Mckean,1,1,
03/23/2021,Perry,168,67,
12/21/2020,Centre,200,,
08/27/2021,Lawrence,75,108,12
03/26/2021,Centre,1496,626,
02/04/2021,Wyoming,110,93,
11/09/2021,Susquehanna,16,13,124
03/31/2021,Montour,80,80,
02/06/2021,Mckean,62,3,
08/28/2021,Dauphin,154,199,12
05/30/2021,Fayette,27,47,
01/23/2021,Warren,8,,
03/11/2021,Clearfield,145,94,
04/09/2021,Butler,387,1370,
01/23/2021,Wyoming,94,8,
01/16/2021,Lancaster,506,135,
11/01/2021,Lackawanna,170,92,888
02/22/2021,Northumberland,128,39,
05/20/2021,Beaver,404,389,
09/08/2021,Bucks,335,465,150
05/04/2021,Juniata,20,23,
04/26/2021,Warren,103,92,
01/24/2021,Cameron,58,,
10/18/2021,Northumberland,27,39,40
01/27/2021,Elk,448,321,
02/07/2021,Delaware,330,211,
07/09/2021,Philadelphia,293,362,
05/04/2021,Westmoreland,678,1608,
12/18/2020,York,133,,
04/05/2021,Indiana,84,110,
09/28/2021,Butler,168,137,693
01/19/2021,Indiana,61,113,
12/18/2020,Carbon,48,,
02/02/2021,Adams,79,40,
01/24/2021,Forest,10,5,
01/24/2021,Fulton,2,1,
01/24/2021,Greene,35,,
04/29/2021,Philadelphia,1421,1548,
10/09/2021,Washington,81,78,139
10/05/2021,Berks,171,295,363
06/18/2021,Lehigh,400,782,
11/17/2021,Butler,143,33,231
05/07/2021,Washington,304,737,
01/24/2021,Mercer,21,5,
03/07/2021,Allegheny,1247,642,
03/03/2021,Pike,154,87,
01/24/2021,Perry,60,1,
06/09/2021,Huntingdon,10,47,
08/20/2021,Schuylkill,155,159,37
03/19/2021,Chester,3501,1641,
07/01/2021,Blair,39,91,
06/02/2021,Warren,21,277,
05/11/2021,Franklin,198,498,
09/27/2021,Snyder,10,10,14
01/07/2021,Schuylkill,354,10,
07/24/2021,Lehigh,255,190,
03/10/2021,Elk,33,141,
07/22/2021,Union,22,19,
10/19/2021,Potter,11,8,11
05/19/2021,Perry,129,107,
01/25/2021,Cameron,14,6,
03/09/2021,Lackawanna,499,1081,
03/08/2021,Out-of-State,3424,2619,
02/14/2021,Westmoreland,935,899,
10/06/2021,Northumberland,36,82,144
01/25/2021,Fulton,3,2,
03/13/2021,Blair,314,883,
10/23/2021,Pike,29,19,61
10/07/2021,Pike,23,22,18
10/12/2021,Montgomery,635,366,1084
08/24/2021,Clinton,15,21,6
12/18/2020,Pike,8,,
01/11/2021,Union,15,23,
05/01/2021,Armstrong,55,210,
03/24/2021,Forest,23,94,
01/25/2021,Sullivan,15,2,
01/30/2021,Clearfield,48,25,
01/23/2021,Bradford,191,17,
02/24/2021,Cambria,515,559,
01/25/2021,Wyoming,78,15,
10/19/2021,Montour,8,7,11
12/30/2020,Westmoreland,688,,
01/30/2021,Warren,,1,
05/10/2021,Lebanon,65,321,
04/07/2021,Lycoming,361,454,
08/08/2021,Dauphin,110,56,
07/19/2021,Blair,53,50,
01/01/2021,Cumberland,20,,
03/27/2021,Perry,95,98,
06/17/2021,Union,9,77,
01/05/2021,Out-of-State,2208,49,
07/22/2021,York,310,250,
07/15/2021,Philadelphia,296,219,
04/13/2021,Montour,79,127,
10/28/2021,Out-of-State,1077,303,703
09/10/2021,York,413,410,81
07/09/2021,Franklin,78,114,
01/09/2021,Erie,557,303,
09/16/2021,Lancaster,309,369,82
06/02/2021,Indiana,39,45,
01/26/2021,Potter,27,,
10/07/2021,Butler,126,83,713
01/26/2021,Sullivan,43,32,
09/29/2021,Luzerne,206,183,261
08/26/2021,Lackawanna,145,171,126
09/10/2021,Crawford,86,93,9
08/28/2021,Washington,98,131,13
01/04/2021,Philadelphia,526,17,
09/20/2021,Armstrong,30,41,3
09/01/2021,Lebanon,63,84,6
06/08/2021,Wyoming,35,206,
10/27/2021,Cambria,123,65,523
08/11/2021,Franklin,164,96,
01/27/2021,Fulton,17,1,
06/14/2021,York,354,1187,
04/21/2021,Out-of-State,2667,3647,
09/03/2021,Jefferson,26,32,6
05/11/2021,Perry,121,207,
11/03/2021,Berks,258,226,1220
01/27/2021,Potter,52,7,
01/27/2021,Sullivan,19,5,
01/27/2021,Tioga,43,21,
07/04/2021,Chester,26,33,
01/27/2021,Wyoming,120,30,
05/19/2021,Luzerne,884,1566,
04/24/2021,Westmoreland,722,725,
10/12/2021,Dauphin,167,180,357
01/28/2021,Cameron,13,3,
02/19/2021,Lehigh,1646,1442,
07/11/2021,Monroe,33,46,
10/23/2021,Cambria,77,31,684
07/13/2021,Pike,21,35,
09/05/2021,Cambria,34,43,2
01/28/2021,Fulton,15,2,
04/01/2021,Out-of-State,5177,5200,
09/23/2021,Lycoming,69,99,14
07/02/2021,Bucks,328,503,
02/19/2021,Crawford,270,138,
07/12/2021,Fayette,36,55,
06/24/2021,Schuylkill,79,211,
10/01/2021,Cumberland,232,198,274
06/01/2021,Centre,151,167,
08/03/2021,Out-of-State,580,352,
05/13/2021,Lehigh,1387,2671,
09/22/2021,Centre,38,80,31
10/25/2021,Clinton,27,16,125
09/12/2021,Dauphin,110,153,12
08/31/2021,Northumberland,69,89,7
11/09/2021,Delaware,1093,227,1479
03/02/2021,Lehigh,1396,1175,
02/18/2021,Elk,108,94,
01/29/2021,Cameron,46,3,
04/07/2021,Schuylkill,979,1218,
01/16/2021,Philadelphia,661,102,
09/26/2021,Chester,145,117,167
09/25/2021,Wayne,26,11,13
03/05/2021,Somerset,178,473,
09/03/2021,Berks,311,416,45
01/29/2021,Fulton,41,95,
08/22/2021,Cambria,38,37,4
01/05/2021,Cameron,10,,
