Date,County Name,Partially Covered,Fully Covered,Additional Dose
01/04/2021,Butler,224,1,
10/01/2021,Franklin,159,103,236
09/23/2021,Centre,58,67,41
08/01/2021,Monroe,68,38,
12/19/2020,Jefferson,4,,
06/07/2021,Lycoming,102,178,
08/19/2021,Somerset,77,51,11
02/05/2021,Clinton,213,17,
04/22/2021,Sullivan,20,25,
04/01/2021,Fayette,1319,510,
04/08/2021,Montour,41,86,
07/06/2021,Delaware,255,366,
10/27/2021,Northumberland,49,43,374
09/19/2021,Mifflin,4,16,1
02/19/2021,Pike,68,100,
08/24/2021,Luzerne,245,255,65
10/17/2021,Delaware,159,126,161
02/17/2021,Tioga,145,30,
05/02/2021,Carbon,141,24,
08/11/2021,Blair,91,65,
06/29/2021,Centre,63,97,
03/19/2021,Mckean,198,97,
05/18/2021,Pike,119,159,
11/01/2021,Schuylkill,74,52,354
08/12/2021,Clinton,31,40,
04/19/2021,Lackawanna,399,745,
06/11/2021,Philadelphia,387,764,
07/24/2021,Bucks,360,232,
10/25/2021,Franklin,118,78,460
08/31/2021,Northampton,243,302,125
05/25/2021,Clinton,22,63,
07/26/2021,Lancaster,348,189,
01/26/2021,York,1028,219,
07/06/2021,Washington,99,179,
11/05/2021,Clearfield,41,30,164
10/25/2021,Lackawanna,185,99,1158
08/10/2021,Greene,14,50,
10/14/2021,Clinton,17,28,48
02/21/2021,Pike,10,15,
02/17/2021,York,1457,817,
10/31/2021,Greene,10,6,36
01/05/2021,Schuylkill,237,,
01/04/2021,Greene,16,,
06/22/2021,Northampton,258,482,
08/11/2021,Northumberland,70,53,
07/08/2021,Fayette,44,64,
10/05/2021,Bucks,542,287,1031
01/29/2021,Lancaster,1970,538,
05/29/2021,Huntingdon,13,34,
08/20/2021,Susquehanna,19,22,5
09/11/2021,Cumberland,154,171,20
10/19/2021,Fulton,1,4,9
10/13/2021,Snyder,19,22,33
01/06/2021,Chester,1194,33,
03/26/2021,Clearfield,107,76,
05/19/2021,Carbon,169,247,
11/13/2021,Montour,149,3,15
03/01/2021,Greene,11,25,
11/17/2021,Montour,5,3,149
04/24/2021,Huntingdon,41,71,
02/27/2021,Wyoming,71,58,
03/19/2021,Susquehanna,182,55,
09/15/2021,Lancaster,315,395,77
03/03/2021,Delaware,2090,1515,
05/27/2021,Wyoming,28,98,
02/08/2021,Clearfield,365,14,
04/28/2021,Bucks,4171,3783,
08/24/2021,Warren,38,16,4
03/12/2021,Franklin,556,546,
05/22/2021,Snyder,53,122,
08/05/2021,Lehigh,286,182,
07/08/2021,Luzerne,166,360,
02/07/2021,Centre,277,16,
05/20/2021,Blair,324,271,
07/01/2021,Allegheny,581,977,
11/11/2021,Wyoming,41,4,98
09/28/2021,Fulton,14,3,4
12/29/2020,Wyoming,28,,
11/04/2021,Butler,153,84,538
12/20/2020,Beaver,16,,
04/27/2021,Lehigh,2542,1512,
05/16/2021,Luzerne,396,260,
08/31/2021,Wyoming,18,26,2
01/24/2021,Lawrence,81,1,
03/18/2021,Franklin,452,436,
11/02/2021,Greene,37,8,127
10/07/2021,Warren,14,23,13
01/10/2021,Northampton,276,214,
05/13/2021,Lebanon,274,624,
06/29/2021,Lycoming,55,145,
02/01/2021,Luzerne,417,203,
09/17/2021,Out-of-State,536,511,31
02/20/2021,Delaware,757,805,
01/25/2021,Greene,113,14,
11/09/2021,Butler,392,62,486
04/04/2021,Union,41,21,
08/25/2021,Snyder,24,22,3
03/11/2021,Out-of-State,6136,3766,
02/13/2021,Out-of-State,2353,747,
10/17/2021,Somerset,13,11,22
05/15/2021,Dauphin,597,1177,
05/18/2021,Lebanon,412,394,
01/26/2021,Carbon,334,124,
04/30/2021,Northampton,1362,2165,
05/16/2021,Northampton,299,615,
05/30/2021,Chester,255,370,
11/11/2021,Fayette,184,58,254
07/18/2021,Montgomery,219,229,
04/29/2021,Montour,124,112,
10/19/2021,Indiana,46,44,579
10/29/2021,Westmoreland,279,170,1235
01/05/2021,Erie,736,113,
03/17/2021,Somerset,140,263,
09/25/2021,Cambria,49,55,65
09/16/2021,Adams,43,83,13
06/28/2021,Philadelphia,306,362,
06/19/2021,Snyder,17,28,
08/26/2021,Crawford,70,59,23
12/18/2020,Out-of-State,571,,
03/11/2021,Wayne,211,121,
04/23/2021,Lancaster,2138,4089,
09/29/2021,Elk,16,13,32
03/01/2021,Huntingdon,78,69,
10/08/2021,Out-of-State,755,398,313
03/29/2021,Juniata,122,53,
10/01/2021,Juniata,2,13,4
10/12/2021,Mifflin,9,24,28
11/12/2021,Mckean,66,29,94
09/30/2021,Centre,59,77,231
06/12/2021,Jefferson,6,77,
02/11/2021,Forest,54,40,
09/02/2021,Butler,122,99,73
05/26/2021,Columbia,153,158,
10/06/2021,Lebanon,75,84,98
06/02/2021,Snyder,38,21,
03/22/2021,Clearfield,395,61,
08/12/2021,Wayne,29,31,
03/14/2021,Erie,26,827,
04/08/2021,Cumberland,1420,1577,
02/26/2021,Bucks,2622,1659,
06/21/2021,Schuylkill,47,78,
02/13/2021,Delaware,1527,701,
08/04/2021,Erie,179,106,
02/16/2021,Blair,255,133,
06/27/2021,Chester,137,233,
04/09/2021,Schuylkill,490,569,
07/02/2021,Cambria,53,77,
03/18/2021,Cumberland,1673,1121,
05/13/2021,Bedford,55,85,
09/17/2021,Centre,63,81,40
04/23/2021,Mifflin,136,235,
04/18/2021,Adams,129,340,
10/01/2021,Snyder,9,28,59
12/23/2020,Tioga,87,,
12/27/2020,Lackawanna,66,,
08/30/2021,Erie,148,168,58
12/28/2020,Wayne,98,,
08/18/2021,Out-of-State,729,497,36
09/06/2021,Northumberland,21,14,3
04/17/2021,Bradford,83,28,
01/08/2021,Carbon,122,27,
02/16/2021,Lycoming,384,223,
02/22/2021,Washington,402,354,
03/21/2021,Cumberland,274,574,
01/23/2021,Beaver,165,90,
02/02/2021,Luzerne,561,603,
05/20/2021,Clarion,40,28,
04/14/2021,Westmoreland,1842,3303,
06/30/2021,Montgomery,478,803,
10/05/2021,Lebanon,64,63,184
06/01/2021,Cameron,1,9,
06/12/2021,Fayette,45,242,
01/14/2021,Adams,111,11,
10/20/2021,Susquehanna,11,6,4
08/10/2021,Centre,88,73,
10/14/2021,Chester,275,168,519
02/04/2021,Northampton,1639,1344,
05/30/2021,Adams,23,29,
03/27/2021,Pike,70,88,
06/29/2021,Lancaster,254,494,
03/30/2021,Adams,209,242,
01/26/2021,Monroe,528,119,
12/20/2020,Erie,131,,
05/12/2021,Indiana,85,228,
09/10/2021,Monroe,121,210,41
01/26/2021,Lancaster,830,648,
02/23/2021,Philadelphia,1827,662,
06/08/2021,Columbia,56,133,
10/04/2021,Lebanon,73,84,333
03/16/2021,Dauphin,745,1130,
02/05/2021,Bucks,2053,936,
08/24/2021,Wyoming,18,16,4
03/06/2021,Out-of-State,3164,1721,
05/29/2021,Columbia,47,85,
06/02/2021,Schuylkill,147,479,
05/22/2021,Jefferson,97,30,
04/14/2021,Elk,116,124,
08/22/2021,Westmoreland,101,121,17
11/04/2021,Perry,41,39,139
07/12/2021,Perry,13,15,
06/14/2021,Out-of-State,505,905,
12/31/2020,Juniata,6,,
02/20/2021,Venango,52,10,
03/13/2021,Out-of-State,3873,1767,
10/17/2021,Bucks,210,113,310
01/10/2021,Cambria,9,5,
06/25/2021,Butler,100,232,
10/31/2021,Blair,43,9,61
05/07/2021,Chester,1993,3289,
01/09/2021,Carbon,73,22,
10/27/2021,Centre,121,56,1108
10/01/2021,Beaver,123,98,321
02/06/2021,Blair,497,11,
02/08/2021,Somerset,269,143,
11/06/2021,Cambria,67,36,203
07/14/2021,Bedford,15,13,
10/18/2021,Susquehanna,12,11,14
05/01/2021,Blair,106,183,
11/17/2021,Lackawanna,84,37,357
02/15/2021,Out-of-State,2055,1741,
01/01/2021,Columbia,4,,
10/05/2021,Greene,20,15,20
06/09/2021,Lycoming,49,265,
11/16/2021,Crawford,196,20,381
05/14/2021,Fayette,260,250,
01/29/2021,Delaware,2183,722,
10/10/2021,Bedford,4,7,2
04/23/2021,Blair,428,549,
04/27/2021,Warren,212,173,
06/05/2021,Montour,79,195,
11/09/2021,Northampton,403,104,934
02/18/2021,Lancaster,340,277,
02/24/2021,Lancaster,1854,1246,
12/29/2020,Union,77,,
02/19/2021,Dauphin,697,645,
09/29/2021,Bradford,42,20,30
08/17/2021,Cumberland,224,196,69
03/20/2021,Beaver,351,276,
07/03/2021,Lackawanna,82,122,
12/21/2020,Lawrence,74,,
03/03/2021,Perry,160,124,
03/22/2021,Franklin,789,395,
03/14/2021,Union,83,106,
02/26/2021,Venango,576,113,
04/18/2021,Indiana,30,7,
03/01/2021,Somerset,194,209,
07/18/2021,Centre,13,14,
01/25/2021,Northampton,2138,653,
11/15/2021,Venango,43,18,66
04/30/2021,Juniata,34,144,
04/29/2021,Somerset,169,161,
05/17/2021,Venango,61,118,
06/25/2021,Juniata,4,16,
09/10/2021,Lawrence,77,102,12
10/19/2021,Cameron,2,7,4
08/14/2021,Carbon,41,27,5
04/14/2021,Snyder,119,89,
11/15/2021,Dauphin,346,110,615
10/07/2021,Erie,246,154,807
11/14/2021,Lancaster,272,51,406
01/20/2021,Mifflin,185,40,
04/24/2021,Lycoming,334,516,
03/09/2021,Jefferson,288,109,
07/07/2021,Delaware,338,607,
11/11/2021,Cameron,6,,16
09/30/2021,Out-of-State,882,372,256
03/12/2021,Blair,607,535,
06/11/2021,Columbia,88,128,
12/19/2020,Philadelphia,156,,
07/03/2021,Franklin,23,90,
06/15/2021,Dauphin,271,769,
05/13/2021,Armstrong,182,350,
01/23/2021,Erie,487,181,
05/30/2021,Carbon,11,26,
05/24/2021,Fayette,126,107,
06/30/2021,Washington,97,148,
09/20/2021,Clinton,18,23,7
02/04/2021,Clearfield,288,29,
06/15/2021,Perry,28,99,
03/06/2021,Northumberland,320,495,
03/04/2021,Clearfield,61,208,
10/19/2021,Venango,46,23,69
09/20/2021,Perry,19,21,2
04/02/2021,Columbia,406,83,
10/04/2021,Erie,213,120,782
04/22/2021,Carbon,220,613,
03/07/2021,Pike,14,17,
10/29/2021,Carbon,44,19,261
04/26/2021,Monroe,599,797,
06/03/2021,Bedford,19,32,
05/21/2021,Blair,207,370,
09/11/2021,Venango,17,16,3
11/15/2021,Clinton,33,16,131
01/12/2021,Elk,23,100,
11/12/2021,Clinton,43,11,90
07/04/2021,Beaver,14,23,
11/04/2021,Fulton,10,5,198
12/20/2020,Cumberland,156,,
05/13/2021,Jefferson,28,97,
09/29/2021,Carbon,27,50,42
10/11/2021,Westmoreland,192,146,559
04/08/2021,Lehigh,2064,2556,
03/24/2021,Delaware,4160,1668,
10/13/2021,Wyoming,14,13,27
06/05/2021,Juniata,18,74,
06/10/2021,Montgomery,598,3150,
07/28/2021,Dauphin,242,179,
12/17/2020,Butler,9,,
11/02/2021,Cambria,109,61,469
10/17/2021,Franklin,17,27,9
01/09/2021,Huntingdon,136,4,
08/18/2021,Northumberland,69,63,10
02/17/2021,Clearfield,569,109,
05/12/2021,Lycoming,107,308,
12/22/2020,Clarion,77,,
02/12/2021,Fayette,841,126,
01/20/2021,Bedford,136,62,
10/27/2021,Clarion,29,21,101
06/11/2021,Cumberland,213,705,
02/05/2021,Butler,1310,239,
01/10/2021,Montour,25,66,
08/09/2021,Monroe,192,121,
03/24/2021,Centre,450,335,
04/10/2021,York,1786,2063,
12/30/2020,Beaver,469,,
01/19/2021,Venango,22,82,
08/15/2021,Indiana,22,15,2
09/04/2021,Westmoreland,116,172,19
10/08/2021,Erie,181,175,534
11/09/2021,Clearfield,61,29,165
10/26/2021,Wayne,56,29,145
10/30/2021,Jefferson,12,9,57
06/18/2021,Franklin,94,213,
05/08/2021,Westmoreland,217,620,
06/14/2021,Cambria,49,90,
07/05/2021,Philadelphia,93,105,
06/08/2021,Chester,551,1910,
06/11/2021,Dauphin,342,958,
04/21/2021,Adams,609,316,
09/27/2021,Montgomery,697,309,965
12/30/2020,Venango,64,,
09/15/2021,Snyder,21,20,8
01/22/2021,Mercer,275,11,
09/04/2021,Montgomery,328,427,132
05/08/2021,Montgomery,1404,4803,
02/21/2021,Columbia,1,7,
04/30/2021,Mercer,241,230,
09/06/2021,Allegheny,188,310,51
10/05/2021,Indiana,42,57,816
10/15/2021,Jefferson,16,27,22
12/16/2020,Out-of-State,29,1,
08/18/2021,Dauphin,215,205,39
04/01/2021,Northumberland,473,202,
08/19/2021,Monroe,201,141,43
03/06/2021,Bucks,2709,1225,
05/28/2021,Blair,120,291,
04/28/2021,Armstrong,278,117,
04/02/2021,Wayne,90,169,
01/17/2021,Berks,337,166,
06/28/2021,Carbon,22,90,
08/03/2021,Adams,79,46,
09/02/2021,Adams,51,56,14
01/06/2021,Allegheny,2536,919,
06/01/2021,York,452,853,
07/21/2021,Out-of-State,470,329,
07/15/2021,Carbon,31,35,
07/09/2021,York,304,484,
03/11/2021,Carbon,452,122,
08/26/2021,Monroe,156,166,33
04/20/2021,Schuylkill,513,684,
03/16/2021,Berks,1561,1185,
01/15/2021,Chester,1101,175,
12/18/2020,Warren,11,,
07/17/2021,Dauphin,108,204,
07/04/2021,Lackawanna,2,7,
03/20/2021,Allegheny,6471,4147,
10/30/2021,Columbia,19,12,66
03/21/2021,Clarion,2,,
06/10/2021,Clinton,27,85,
04/15/2021,Columbia,223,361,
10/13/2021,Lebanon,65,70,84
02/09/2021,Clearfield,107,371,
10/07/2021,Montour,3,13,67
03/26/2021,Jefferson,31,23,
07/10/2021,Bucks,220,329,
01/28/2021,Juniata,73,10,
06/21/2021,Washington,54,107,
07/02/2021,Snyder,13,14,
05/24/2021,Washington,489,263,
02/16/2021,Lawrence,451,116,
09/30/2021,Mercer,68,60,232
09/16/2021,Dauphin,155,195,27
10/26/2021,Carbon,38,25,234
05/19/2021,Montour,34,32,
11/15/2021,Mckean,52,18,82
03/09/2021,Clinton,79,168,
05/14/2021,Bradford,130,122,
01/01/2021,Allegheny,148,5,
10/10/2021,Indiana,7,22,16
06/01/2021,Washington,194,454,
10/04/2021,Perry,22,20,14
09/20/2021,York,226,301,75
04/03/2021,Indiana,41,81,
04/23/2021,Bradford,104,166,
01/26/2021,Wayne,87,32,
09/30/2021,Montour,17,13,69
09/28/2021,Cameron,4,2,7
10/12/2021,Erie,221,111,808
05/26/2021,Fayette,138,243,
04/06/2021,Berks,1937,1215,
05/24/2021,Bradford,77,65,
03/22/2021,Luzerne,1662,251,
05/10/2021,Columbia,50,90,
12/25/2020,Allegheny,4,,
06/19/2021,Lancaster,231,617,
07/09/2021,Columbia,68,111,
06/18/2021,Montgomery,587,1174,
06/01/2021,Cumberland,357,634,
05/05/2021,Allegheny,2462,7472,
03/19/2021,Monroe,1026,487,
01/18/2021,Wayne,87,19,
05/01/2021,Potter,90,176,
04/26/2021,Beaver,1064,358,
03/11/2021,Monroe,748,315,
08/25/2021,Clinton,14,21,
09/24/2021,Sullivan,6,4,2
09/03/2021,Bedford,30,41,8
07/20/2021,Butler,112,87,
01/24/2021,Montour,118,5,
10/18/2021,Delaware,424,263,756
01/20/2021,Indiana,104,129,
09/02/2021,Westmoreland,194,205,109
02/22/2021,Tioga,54,62,
06/18/2021,Allegheny,725,1857,
02/22/2021,Fayette,72,141,
07/27/2021,Bucks,505,370,
06/05/2021,Lebanon,167,315,
10/02/2021,Berks,167,266,209
07/29/2021,Union,31,25,
03/09/2021,Out-of-State,3690,2939,
10/17/2021,Clearfield,4,12,10
03/30/2021,Fayette,453,231,
01/22/2021,Erie,935,81,
11/13/2021,Dauphin,225,72,386
03/23/2021,Monroe,951,258,
11/16/2021,Lehigh,411,127,860
09/09/2021,Lackawanna,112,108,64
03/25/2021,Lehigh,2323,1075,
11/04/2021,Warren,41,22,391
08/20/2021,Clearfield,75,59,12
05/13/2021,Wayne,101,161,
08/27/2021,Schuylkill,143,148,40
01/07/2021,Beaver,214,35,
10/01/2021,Blair,59,84,74
03/13/2021,Mckean,42,445,
01/09/2021,Lycoming,48,12,
10/26/2021,Armstrong,72,49,287
08/11/2021,Union,16,15,
03/08/2021,Erie,745,827,
03/01/2021,Mercer,526,308,
10/23/2021,Beaver,127,58,240
08/24/2021,Erie,239,180,60
04/13/2021,Clearfield,605,93,
04/11/2021,Mckean,1,514,
06/14/2021,Washington,120,498,
06/21/2021,Armstrong,26,29,
04/07/2021,Clinton,354,275,
10/08/2021,Cumberland,199,166,284
10/28/2021,Elk,21,11,143
12/16/2020,Montour,10,,
06/01/2021,Wyoming,29,111,
03/28/2021,Westmoreland,151,498,
04/11/2021,Crawford,10,18,
01/19/2021,Lebanon,200,284,
08/26/2021,Clearfield,38,40,7
10/18/2021,Lebanon,74,62,281
04/06/2021,Perry,228,82,
02/05/2021,Clearfield,453,75,
09/22/2021,Venango,23,29,6
01/08/2021,Montour,26,204,
02/17/2021,Columbia,63,200,
05/16/2021,Crawford,39,33,
08/31/2021,Mifflin,16,17,1
11/10/2021,Fayette,167,54,380
09/28/2021,Jefferson,12,17,19
01/27/2021,Centre,481,228,
06/30/2021,Bedford,8,35,
01/28/2021,Lehigh,1460,425,
11/03/2021,Franklin,120,79,392
08/26/2021,Erie,216,138,66
03/26/2021,York,2277,1671,
08/27/2021,Delaware,458,486,96
12/20/2020,Centre,45,,
10/27/2021,Lebanon,88,75,300
05/09/2021,Crawford,9,3,
02/07/2021,Armstrong,122,126,
01/08/2021,Clearfield,217,199,
12/18/2020,Snyder,59,,
06/01/2021,Franklin,186,236,
03/25/2021,Elk,529,66,
01/25/2021,Northumberland,314,105,
07/19/2021,Clearfield,30,14,
07/09/2021,Huntingdon,32,44,
04/10/2021,Dauphin,1042,1539,
02/22/2021,Dauphin,493,209,
08/04/2021,Wayne,49,31,
02/26/2021,Lancaster,1831,2015,
04/03/2021,Adams,393,168,
10/27/2021,Indiana,58,42,191
03/29/2021,Schuylkill,351,268,
01/07/2021,Fayette,80,66,
03/17/2021,Delaware,2773,1463,
06/06/2021,Butler,33,62,
09/14/2021,Beaver,120,123,53
01/10/2021,Clarion,1,3,
05/05/2021,Cumberland,461,1399,
08/20/2021,Centre,112,84,33
11/16/2021,Montgomery,1894,295,2041
08/29/2021,Lebanon,29,23,4
01/24/2021,Dauphin,81,29,
03/02/2021,Cambria,568,423,
01/27/2021,Monroe,505,144,
05/07/2021,Crawford,235,744,
04/15/2021,Wyoming,149,132,
10/29/2021,Snyder,13,8,105
10/28/2021,Mifflin,42,23,62
10/13/2021,Lehigh,166,211,512
06/06/2021,Westmoreland,89,114,
11/13/2021,Fayette,119,33,243
10/08/2021,Lehigh,233,306,650
02/24/2021,Lackawanna,678,1592,
02/08/2021,Elk,86,23,
06/11/2021,Berks,495,1271,
03/07/2021,Out-of-State,997,507,
05/14/2021,Franklin,217,291,
08/26/2021,Clinton,29,20,29
04/13/2021,Northumberland,247,501,
04/25/2021,Franklin,69,10,
03/17/2021,Northumberland,380,128,
02/06/2021,Chester,942,274,
01/31/2021,Adams,102,87,
01/04/2021,Franklin,62,9,
11/15/2021,York,440,214,1032
04/29/2021,Erie,472,2232,
01/11/2021,Monroe,325,53,
04/05/2021,Lehigh,1968,799,
10/12/2021,Mckean,18,22,8
03/04/2021,Erie,959,1531,
03/14/2021,Somerset,25,54,
06/06/2021,Northampton,64,115,
10/15/2021,Armstrong,59,44,170
02/28/2021,Butler,96,95,
11/05/2021,Montgomery,1929,411,2668
09/17/2021,Northumberland,88,187,33
01/12/2021,Bradford,110,73,
08/10/2021,Bucks,517,431,
06/16/2021,Erie,198,600,
11/07/2021,Mckean,15,6,35
01/15/2021,Beaver,258,6,
02/26/2021,Montgomery,2679,2823,
01/26/2021,Butler,567,361,
10/06/2021,Wayne,30,27,45
07/09/2021,Lebanon,46,85,
05/16/2021,Somerset,8,34,
01/26/2021,Crawford,242,41,
08/07/2021,Bucks,403,263,
10/18/2021,Forest,1,2,3
03/23/2021,Clearfield,74,1000,
09/14/2021,Huntingdon,18,34,5
10/30/2021,Crawford,29,15,43
03/03/2021,Mercer,386,467,
03/30/2021,Butler,617,1968,
05/11/2021,Venango,42,67,
02/01/2021,Northumberland,58,10,
04/13/2021,Warren,244,75,
01/18/2021,Northumberland,253,193,
10/20/2021,Bedford,16,4,9
10/29/2021,Washington,179,118,724
03/15/2021,Fayette,144,230,
04/12/2021,Montgomery,2354,3876,
09/14/2021,York,323,372,84
08/14/2021,Clearfield,33,33,6
02/02/2021,Fulton,4,1,
06/17/2021,Washington,96,284,
05/01/2021,Columbia,147,241,
04/26/2021,Dauphin,791,1631,
09/18/2021,Cambria,46,98,5
09/28/2021,Luzerne,194,169,422
03/18/2021,Mifflin,192,90,
09/07/2021,Northumberland,49,123,3
02/03/2021,Forest,81,103,
01/14/2021,York,801,179,
06/30/2021,Snyder,11,23,
08/24/2021,Fayette,128,93,28
04/15/2021,Carbon,230,494,
10/05/2021,Mercer,57,42,153
10/25/2021,Forest,13,9,19
10/25/2021,Chester,666,251,1702
11/10/2021,Indiana,53,24,131
09/09/2021,Beaver,110,104,60
09/24/2021,Berks,363,335,125
05/26/2021,Chester,1064,2130,
09/14/2021,Delaware,366,417,83
07/15/2021,Lycoming,55,50,
05/11/2021,Clearfield,58,121,
10/25/2021,Pike,74,24,122
08/09/2021,Beaver,106,76,
02/15/2021,Somerset,206,48,
09/06/2021,Lackawanna,43,47,10
11/09/2021,Indiana,69,39,492
12/16/2020,Centre,29,,
11/13/2021,Perry,17,14,39
12/31/2020,Somerset,15,,
08/30/2021,Juniata,8,6,
01/14/2021,Dauphin,434,72,
05/05/2021,Lawrence,70,293,
10/01/2021,Clarion,36,26,124
12/25/2020,Out-of-State,12,,
07/02/2021,Montgomery,395,590,
01/07/2021,Erie,408,291,
10/28/2021,Snyder,10,6,53
02/26/2021,Northampton,1407,1437,
05/02/2021,Beaver,39,47,
02/25/2021,Huntingdon,118,97,
07/06/2021,Lackawanna,106,192,
02/06/2021,Butler,377,209,
01/10/2021,Allegheny,810,633,
06/13/2021,Out-of-State,165,432,
08/18/2021,Blair,82,72,9
03/21/2021,Centre,55,33,
04/27/2021,Out-of-State,2157,3017,
12/17/2020,Philadelphia,40,,
02/27/2021,Chester,1467,601,
11/05/2021,Venango,35,32,158
08/22/2021,Dauphin,127,105,14
10/02/2021,Lackawanna,52,73,92
04/22/2021,Susquehanna,117,226,
12/23/2020,Clearfield,64,,
07/04/2021,Delaware,9,23,
11/15/2021,Northumberland,73,28,176
03/01/2021,Berks,545,342,
12/23/2020,Lehigh,1303,,
04/27/2021,Wyoming,85,139,
11/12/2021,Blair,175,40,338
08/26/2021,Chester,332,346,136
10/05/2021,Juniata,8,11,14
08/13/2021,Potter,9,13,
02/11/2021,Venango,291,272,
08/04/2021,Cambria,121,72,
11/11/2021,Snyder,21,8,99
11/03/2021,Lancaster,383,243,1989
02/26/2021,Bradford,211,338,
08/19/2021,Crawford,51,51,13
12/19/2020,Beaver,14,,
01/20/2021,Fayette,160,135,
11/08/2021,Fulton,13,14,13
05/20/2021,Cambria,182,222,
10/31/2021,Perry,9,6,32
09/26/2021,Wyoming,7,15,4
10/26/2021,Fulton,6,10,30
05/27/2021,Susquehanna,20,99,
08/09/2021,Lycoming,96,62,
01/21/2021,Somerset,110,102,
03/06/2021,Northampton,612,587,
03/21/2021,Cambria,35,31,
01/28/2021,Snyder,273,144,
05/20/2021,Montgomery,2701,4908,
04/25/2021,Lancaster,726,267,
08/13/2021,Lancaster,403,352,4
08/22/2021,Delaware,203,222,46
08/29/2021,Out-of-State,305,166,7
11/11/2021,Washington,259,104,732
09/19/2021,Cumberland,70,103,14
04/15/2021,Pike,135,142,
01/01/2021,Warren,3,,
11/09/2021,Tioga,35,10,137
05/27/2021,Butler,207,372,
01/21/2021,Franklin,324,94,
06/04/2021,Franklin,141,199,
10/21/2021,Westmoreland,148,130,506
05/18/2021,Tioga,309,114,
12/29/2020,Mifflin,64,,
10/20/2021,Montour,5,4,102
05/02/2021,Tioga,20,11,
10/29/2021,Bucks,850,322,2138
06/08/2021,Monroe,158,403,
04/17/2021,Columbia,186,494,
03/21/2021,Pike,32,68,
06/17/2021,Mifflin,6,70,
02/20/2021,Franklin,405,227,
04/10/2021,Fayette,153,976,
11/13/2021,Mifflin,74,38,299
07/17/2021,Bucks,249,265,
08/08/2021,Montgomery,363,221,
10/26/2021,Union,22,24,150
09/14/2021,Somerset,32,54,2
05/27/2021,Mckean,59,69,
09/28/2021,Columbia,17,35,20
02/24/2021,Union,81,361,
08/16/2021,Beaver,113,106,41
11/08/2021,Allegheny,1808,437,3879
02/01/2021,Lawrence,188,35,
08/05/2021,Schuylkill,126,284,
08/25/2021,Juniata,28,21,10
01/12/2021,Berks,985,323,
08/11/2021,Carbon,48,48,
05/23/2021,Erie,164,127,
10/13/2021,Butler,121,76,451
05/22/2021,Berks,905,1405,
02/04/2021,Franklin,803,257,
11/10/2021,Fulton,12,,49
03/24/2021,Union,130,265,
11/10/2021,Cameron,3,3,16
10/03/2021,Lackawanna,45,48,75
02/21/2021,Dauphin,56,32,
08/04/2021,Lackawanna,179,120,
05/06/2021,Lycoming,137,254,
06/12/2021,Lehigh,313,808,
10/16/2021,Franklin,38,54,95
04/13/2021,Indiana,98,152,
04/03/2021,Somerset,66,360,
11/17/2021,Washington,116,28,187
05/15/2021,Lancaster,1738,1905,
02/16/2021,Huntingdon,184,47,
03/15/2021,Tioga,123,460,
10/21/2021,Elk,10,20,36
05/15/2021,Northumberland,178,305,
04/27/2021,Perry,170,153,
09/04/2021,Fayette,60,71,3
09/24/2021,Bradford,47,48,9
07/08/2021,Clinton,6,21,
02/16/2021,Lebanon,385,201,
05/14/2021,Clarion,61,125,
08/11/2021,Berks,369,296,
04/11/2021,Franklin,31,42,
08/25/2021,Northampton,266,218,59
02/21/2021,Jefferson,,26,
03/12/2021,Cameron,29,33,
06/30/2021,Luzerne,199,392,
10/02/2021,Crawford,33,27,57
05/21/2021,Bucks,1683,3330,
09/02/2021,Elk,17,9,60
07/20/2021,Wyoming,18,22,
06/06/2021,Tioga,15,216,
10/23/2021,Susquehanna,13,12,30
05/31/2021,Berks,88,104,
06/30/2021,Mifflin,13,15,
06/17/2021,Sullivan,1,2,
10/10/2021,Perry,4,10,3
08/21/2021,Centre,72,44,17
11/10/2021,Perry,33,24,102
09/07/2021,Mercer,46,87,20
10/28/2021,Lackawanna,154,109,1114
01/07/2021,Pike,26,1,
03/03/2021,Westmoreland,1697,685,
01/21/2021,Allegheny,3950,900,
10/15/2021,Tioga,29,16,40
09/02/2021,Wyoming,15,20,9
09/13/2021,Cumberland,137,182,28
09/02/2021,Mifflin,29,27,3
06/26/2021,Chester,246,327,
07/16/2021,Lackawanna,127,148,
04/21/2021,Butler,1032,775,
05/26/2021,Butler,222,300,
01/14/2021,Monroe,218,49,
02/28/2021,Armstrong,60,52,
07/10/2021,Schuylkill,28,52,
03/31/2021,Delaware,3805,1684,
06/27/2021,York,38,123,
08/31/2021,Bradford,50,46,7
04/29/2021,Union,242,150,
05/01/2021,Cumberland,1402,819,
01/25/2021,Potter,8,9,
10/04/2021,Northampton,121,151,261
04/14/2021,Schuylkill,376,1114,
02/21/2021,Out-of-State,418,585,
02/08/2021,Out-of-State,2271,1361,
06/22/2021,Westmoreland,175,401,
10/02/2021,Northumberland,18,52,13
09/14/2021,Clearfield,32,50,11
06/01/2021,Lancaster,584,1349,
01/09/2021,Wayne,161,9,
03/06/2021,Washington,697,570,
11/05/2021,Washington,197,105,582
03/27/2021,Carbon,512,111,
06/28/2021,Delaware,261,431,
09/23/2021,Cambria,66,81,31
05/10/2021,Lackawanna,143,394,
08/09/2021,Clinton,43,22,
01/21/2021,Cumberland,800,121,
02/16/2021,Warren,57,25,
08/14/2021,Delaware,456,356,54
03/19/2021,Wyoming,163,70,
